numero_titulo,tipo_credor,serie,id_cliente,tipo_pagamento,data_emissao,vencimento,data_pagamento,valor,instituicao,situacao_titulo,codigo_credito,descricao_credito,codigo_debito,descricao_debito,data_hora_lancamento
54448,1,100,1055,2,2025-03-19 0:00:00,2025-04-16 0:00:00,2025-04-16 0:00:00,"817,56",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Mar 19 2025 12:00AM15:46
54493,1,100,5708,2,2025-03-26 0:00:00,2025-04-23 0:00:00,2025-04-23 0:00:00,"817,27",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Mar 26 2025 12:00AM13:44
55965,1,100,4679,2,2025-12-05 0:00:00,2026-01-02 0:00:00,1753-01-01 0:00:00,"816,43",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  5 2025 12:00AM08:00
61632,2,1,245,2,2025-11-05 0:00:00,2026-03-05 0:00:00,1753-01-01 0:00:00,"8156,13",2,1,NULL,NULL,22,MATERIA PRIMA,Nov  5 2025 12:00AM11:01
37806032025,2,1,378,2,2025-03-05 0:00:00,2025-03-06 0:00:00,2025-03-06 0:00:00,"8154,30",41,3,NULL,NULL,18,SALARIOS,Mar  5 2025 12:00AM14:40
54602,1,100,4059,2,2025-04-17 0:00:00,2025-05-02 0:00:00,2025-05-02 0:00:00,"815,93",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Apr 17 2025 12:00AM10:05
54147,1,100,1275,2,2025-01-30 0:00:00,2025-02-27 0:00:00,2025-02-27 0:00:00,"815,85",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jan 30 2025 12:00AM15:38
55596,1,100,5753,2,2025-10-14 0:00:00,2025-12-09 0:00:00,1753-01-01 0:00:00,"815,79",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Oct 14 2025 12:00AM13:51
55602,1,100,5903,1,2025-10-14 0:00:00,2025-10-14 0:00:00,2025-10-15 0:00:00,"815,75",2,3,2,VENDA DE PRODUTOS,NULL,NULL,Oct 14 2025 12:00AM14:09
160097,2,1,5788,2,2025-03-13 0:00:00,2025-04-03 0:00:00,2025-04-03 0:00:00,"815,07",237,3,NULL,NULL,22,MATERIA PRIMA,Mar 13 2025 12:00AM09:21
718,2,S,434,2,2025-07-09 0:00:00,2025-07-20 0:00:00,2025-07-21 0:00:00,"814,22",237,3,NULL,NULL,29,COMISSAO,Jul  9 2025 12:00AM16:10
55103,1,100,409,2,2025-07-24 0:00:00,2025-08-21 0:00:00,2025-08-14 0:00:00,"814,15",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jul 24 2025 12:00AM10:02
2467,2,S,4075,2,2025-02-07 0:00:00,2025-02-20 0:00:00,2025-02-20 0:00:00,"813,75",237,3,NULL,NULL,29,COMISSAO,Feb  7 2025 12:00AM15:04
54453,1,100,5753,2,2025-03-19 0:00:00,2025-04-16 0:00:00,2025-04-16 0:00:00,"813,58",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Mar 19 2025 12:00AM16:04
416,2,1,5210,2,2025-06-26 0:00:00,2025-07-26 0:00:00,2025-07-28 0:00:00,"813,55",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Jun 26 2025 12:00AM15:32
416,2,1,5210,2,2025-06-26 0:00:00,2025-08-25 0:00:00,2025-08-25 0:00:00,"813,55",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Jun 26 2025 12:00AM15:32
55087,1,100,1336,2,2025-07-18 0:00:00,2025-08-15 0:00:00,2025-08-15 0:00:00,"813,33",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jul 18 2025 12:00AM11:06
55856,1,100,5871,2,2025-11-18 0:00:00,2025-12-16 0:00:00,1753-01-01 0:00:00,"813,16",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 18 2025 12:00AM14:34
54925,1,100,4361,2,2025-06-20 0:00:00,2025-07-25 0:00:00,2025-07-25 0:00:00,"812,70",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jun 20 2025 12:00AM13:21
54925,1,100,4361,2,2025-06-20 0:00:00,2025-08-01 0:00:00,2025-08-01 0:00:00,"812,70",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jun 20 2025 12:00AM13:21
54925,1,100,4361,2,2025-06-20 0:00:00,2025-08-08 0:00:00,2025-08-08 0:00:00,"812,70",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jun 20 2025 12:00AM13:21
271,2,S,5543,2,2025-08-08 0:00:00,2025-08-20 0:00:00,2025-08-20 0:00:00,"812,56",237,3,NULL,NULL,29,COMISSAO,Aug  8 2025 12:00AM15:34
55703,1,100,2339,2,2025-10-28 0:00:00,2025-11-25 0:00:00,2025-11-25 0:00:00,"811,35",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Oct 28 2025 12:00AM13:27
54353,1,100,2339,2,2025-02-27 0:00:00,2025-03-27 0:00:00,2025-03-27 0:00:00,"810,94",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Feb 27 2025 12:00AM10:36
54899,1,100,5708,2,2025-06-10 0:00:00,2025-07-22 0:00:00,2025-07-22 0:00:00,"810,72",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jun 10 2025 12:00AM14:33
54899,1,100,5708,2,2025-06-10 0:00:00,2025-08-05 0:00:00,2025-08-05 0:00:00,"810,71",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jun 10 2025 12:00AM14:33
63710012,2,890,5484,2,2025-11-14 0:00:00,2025-12-15 0:00:00,1753-01-01 0:00:00,"81,90",2,1,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Nov 14 2025 12:00AM09:19
4582,2,S,3018,2,2025-01-24 0:00:00,2025-02-10 0:00:00,2025-02-10 0:00:00,"81,00",237,3,NULL,NULL,11,DESPESAS C/ INFORMATICA,Jan 24 2025 12:00AM10:33
4623,2,S,3018,2,2025-02-20 0:00:00,2025-03-10 0:00:00,2025-03-10 0:00:00,"81,00",237,3,NULL,NULL,11,DESPESAS C/ INFORMATICA,Feb 20 2025 12:00AM15:56
4676,2,S,3018,2,2025-03-19 0:00:00,2025-04-10 0:00:00,2025-04-10 0:00:00,"81,00",237,3,NULL,NULL,11,DESPESAS C/ INFORMATICA,Mar 19 2025 12:00AM15:31
4735,2,S,3018,2,2025-04-25 0:00:00,2025-05-05 0:00:00,2025-05-05 0:00:00,"81,00",237,3,NULL,NULL,11,DESPESAS C/ INFORMATICA,Apr 25 2025 12:00AM15:18
4777,2,S,3018,2,2025-05-21 0:00:00,2025-06-10 0:00:00,2025-06-10 0:00:00,"81,00",237,3,NULL,NULL,11,DESPESAS C/ INFORMATICA,May 21 2025 12:00AM15:56
4840,2,S,3018,2,2025-06-26 0:00:00,2025-07-10 0:00:00,2025-07-10 0:00:00,"81,00",237,3,NULL,NULL,11,DESPESAS C/ INFORMATICA,Jun 26 2025 12:00AM15:40
4895,2,S,3018,2,2025-07-23 0:00:00,2025-08-10 0:00:00,2025-08-11 0:00:00,"81,00",237,3,NULL,NULL,11,DESPESAS C/ INFORMATICA,Jul 23 2025 12:00AM20:18
4947,2,S,3018,2,2025-08-26 0:00:00,2025-09-10 0:00:00,2025-09-10 0:00:00,"81,00",237,3,NULL,NULL,11,DESPESAS C/ INFORMATICA,Aug 26 2025 12:00AM15:04
4996,2,S,3018,2,2025-09-25 0:00:00,2025-10-10 0:00:00,2025-10-10 0:00:00,"81,00",2,3,NULL,NULL,22,MATERIA PRIMA,Sep 25 2025 12:00AM14:39
5054,2,S,3018,2,2025-10-24 0:00:00,2025-11-10 0:00:00,2025-11-10 0:00:00,"81,00",2,3,NULL,NULL,22,MATERIA PRIMA,Oct 24 2025 12:00AM13:34
5115,2,S,3018,2,2025-11-25 0:00:00,2025-12-10 0:00:00,1753-01-01 0:00:00,"81,00",237,1,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Nov 25 2025 12:00AM15:23
621391,3,U,4814,2,2025-01-25 0:00:00,2025-03-11 0:00:00,2025-03-11 0:00:00,"809,91",237,3,NULL,NULL,55,FRETE S/ VENDAS,Jan 25 2025 12:00AM10:31
202583,2,S,5623,2,2025-10-15 0:00:00,2025-10-20 0:00:00,2025-10-20 0:00:00,"809,66",2,3,NULL,NULL,29,COMISSAO,Oct 15 2025 12:00AM10:18
54103,1,100,5763,1,2025-01-21 0:00:00,2025-01-21 0:00:00,2025-01-17 0:00:00,"809,60",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jan 21 2025 12:00AM14:41
55329,1,100,4679,2,2025-09-04 0:00:00,2025-10-02 0:00:00,2025-10-02 0:00:00,"809,19",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Sep  4 2025 12:00AM14:20
143586,2,1,92,2,2025-10-06 0:00:00,2026-01-04 0:00:00,1753-01-01 0:00:00,"8076,13",2,1,NULL,NULL,22,MATERIA PRIMA,Oct  6 2025 12:00AM13:05
55723,1,100,394,2,2025-10-30 0:00:00,2025-11-27 0:00:00,2025-11-27 0:00:00,"807,64",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Oct 30 2025 12:00AM16:40
54789,1,100,5713,2,2025-05-21 0:00:00,2025-07-02 0:00:00,2025-07-07 0:00:00,"807,03",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 21 2025 12:00AM13:00
54789,1,100,5713,2,2025-05-21 0:00:00,2025-07-16 0:00:00,2025-07-16 0:00:00,"807,03",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 21 2025 12:00AM13:00
6852,2,1,5337,2,2025-03-10 0:00:00,2025-04-22 0:00:00,2025-04-22 0:00:00,"806,50",237,3,NULL,NULL,22,MATERIA PRIMA,Mar 10 2025 12:00AM14:45
54784,1,100,4759,2,2025-05-20 0:00:00,2025-07-01 0:00:00,2025-07-01 0:00:00,"805,68",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:52
54784,1,100,4759,2,2025-05-20 0:00:00,2025-07-15 0:00:00,2025-07-15 0:00:00,"805,68",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:52
54784,1,100,4759,2,2025-05-20 0:00:00,2025-08-04 0:00:00,2025-08-04 0:00:00,"805,68",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:52
54784,1,100,4759,2,2025-05-20 0:00:00,2025-08-12 0:00:00,2025-08-12 0:00:00,"805,67",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:52
54248,1,100,4921,2,2025-02-14 0:00:00,2025-03-14 0:00:00,2025-03-14 0:00:00,"805,44",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Feb 14 2025 12:00AM11:39
55951,1,100,5865,1,2025-12-02 0:00:00,2026-01-08 0:00:00,1753-01-01 0:00:00,"8036,29",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  2 2025 12:00AM13:14
55959,1,100,5865,1,2025-12-03 0:00:00,2026-01-08 0:00:00,1753-01-01 0:00:00,"8033,69",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  3 2025 12:00AM14:08
55674,1,100,2133,2,2025-10-23 0:00:00,2025-11-21 0:00:00,2025-11-21 0:00:00,"803,56",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Oct 23 2025 12:00AM13:58
54875,1,100,1669,2,2025-06-10 0:00:00,2025-07-15 0:00:00,2025-07-14 0:00:00,"802,80",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jun 10 2025 12:00AM08:49
36187,2,2,5782,2,2025-03-04 0:00:00,2025-04-01 0:00:00,2025-04-01 0:00:00,"802,50",237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Mar  4 2025 12:00AM10:47
36187,2,2,5782,2,2025-03-04 0:00:00,2025-04-08 0:00:00,2025-04-08 0:00:00,"802,50",237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Mar  4 2025 12:00AM10:47
36187,2,2,5782,2,2025-03-04 0:00:00,2025-04-15 0:00:00,2025-04-15 0:00:00,"802,50",237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Mar  4 2025 12:00AM10:47
36187,2,2,5782,2,2025-03-04 0:00:00,2025-04-22 0:00:00,2025-04-22 0:00:00,"802,50",237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Mar  4 2025 12:00AM10:47
54226,1,100,533,2,2025-02-13 0:00:00,2025-03-13 0:00:00,2025-03-13 0:00:00,"802,47",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Feb 13 2025 12:00AM10:12
54263,1,100,266,2,2025-02-18 0:00:00,2025-03-18 0:00:00,2025-03-18 0:00:00,"802,24",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Feb 18 2025 12:00AM11:21
55839,1,100,4263,2,2025-11-13 0:00:00,2025-12-11 0:00:00,1753-01-01 0:00:00,"802,01",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 13 2025 12:00AM14:25
55777,1,100,1321,2,2025-11-06 0:00:00,2025-12-04 0:00:00,2025-12-02 0:00:00,"8017,60",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Nov  6 2025 12:00AM14:45
27415122025,2,1,274,2,2025-10-15 0:00:00,2025-12-15 0:00:00,1753-01-01 0:00:00,"8000,00",237,1,NULL,NULL,19,ENCARGOS S/ SALARIOS,Oct 15 2025 12:00AM15:27
205,2,S,5543,2,2025-04-09 0:00:00,2025-04-20 0:00:00,2025-04-22 0:00:00,"800,35",237,3,NULL,NULL,29,COMISSAO,Apr  9 2025 12:00AM16:18
62957,3,1,5562,2,2025-12-02 0:00:00,2026-01-16 0:00:00,1753-01-01 0:00:00,"80,61",0,1,NULL,NULL,22,MATERIA PRIMA,Dec  2 2025 12:00AM10:57
153,2,1,5138,2,2025-02-02 0:00:00,2025-02-10 0:00:00,2025-02-10 0:00:00,"80,00",237,3,NULL,NULL,23,FRETE S/ COMPRAS,Feb  2 2025 12:00AM08:54
60342,2,1,245,2,2025-07-18 0:00:00,2025-11-15 0:00:00,2025-11-17 0:00:00,"80,00",2,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Jul 18 2025 12:00AM09:57
60344,2,1,245,2,2025-07-18 0:00:00,2025-11-15 0:00:00,2025-11-17 0:00:00,"80,00",2,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Jul 18 2025 12:00AM10:00
60366,2,1,245,2,2025-07-21 0:00:00,2025-11-18 0:00:00,2025-11-18 0:00:00,"80,00",2,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Jul 21 2025 12:00AM10:29
5716,2,0,251,2,2025-06-26 0:00:00,2025-07-10 0:00:00,2025-07-10 0:00:00,"8,90",237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Jun 26 2025 12:00AM11:38
54639,1,100,1513,2,2025-04-28 0:00:00,2025-06-09 0:00:00,2025-06-09 0:00:00,"799,52",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Apr 28 2025 12:00AM09:10
54639,1,100,1513,2,2025-04-28 0:00:00,2025-06-23 0:00:00,2025-06-23 0:00:00,"799,52",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Apr 28 2025 12:00AM09:10
54639,1,100,1513,2,2025-04-28 0:00:00,2025-07-07 0:00:00,2025-07-07 0:00:00,"799,52",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Apr 28 2025 12:00AM09:10
54639,1,100,1513,2,2025-04-28 0:00:00,2025-07-21 0:00:00,2025-07-21 0:00:00,"799,52",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Apr 28 2025 12:00AM09:10
55144,1,100,2372,2,2025-08-01 0:00:00,2025-08-29 0:00:00,2025-08-29 0:00:00,"799,21",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Aug  1 2025 12:00AM09:20
384516001,3,U,4914,2,2025-07-22 0:00:00,2025-08-04 0:00:00,2025-08-04 0:00:00,"799,18",237,3,NULL,NULL,55,FRETE S/ VENDAS,Jul 22 2025 12:00AM20:15
55874,1,100,478,2,2025-11-19 0:00:00,2025-12-31 0:00:00,1753-01-01 0:00:00,"799,15",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 19 2025 12:00AM11:28
1005898625,3,U,5394,2,2025-07-02 0:00:00,2025-08-16 0:00:00,2025-08-18 0:00:00,"798,68",237,3,NULL,NULL,55,FRETE S/ VENDAS,Jul  2 2025 12:00AM15:35
1006117125,3,U,5394,2,2025-07-09 0:00:00,2025-08-23 0:00:00,2025-08-25 0:00:00,"798,27",237,3,NULL,NULL,55,FRETE S/ VENDAS,Jul  9 2025 12:00AM15:11
55181,1,100,5121,2,2025-08-06 0:00:00,2025-09-17 0:00:00,2025-09-17 0:00:00,"798,09",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Aug  6 2025 12:00AM13:35
55181,1,100,5121,2,2025-08-06 0:00:00,2025-10-01 0:00:00,2025-10-01 0:00:00,"798,08",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Aug  6 2025 12:00AM13:35
55479,1,100,1153,2,2025-09-25 0:00:00,2025-11-06 0:00:00,2025-11-06 0:00:00,"796,67",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Sep 25 2025 12:00AM14:57
54050,1,100,5455,2,2025-01-13 0:00:00,2025-02-24 0:00:00,2025-02-24 0:00:00,"796,35",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jan 13 2025 12:00AM14:06
54050,1,100,5455,2,2025-01-13 0:00:00,2025-03-10 0:00:00,2025-03-10 0:00:00,"796,35",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jan 13 2025 12:00AM14:06
54050,1,100,5455,2,2025-01-13 0:00:00,2025-03-24 0:00:00,2025-03-24 0:00:00,"796,35",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jan 13 2025 12:00AM14:06
141243,2,1,92,2,2025-04-15 0:00:00,2025-07-14 0:00:00,2025-07-14 0:00:00,"7957,45",237,3,NULL,NULL,22,MATERIA PRIMA,Apr 15 2025 12:00AM16:53
54803,1,100,2269,2,2025-05-23 0:00:00,2025-06-20 0:00:00,2025-06-20 0:00:00,"795,52",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 23 2025 12:00AM10:20
502,2,1,5210,2,2025-11-19 0:00:00,2025-12-19 0:00:00,1753-01-01 0:00:00,"794,56",2,1,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Nov 19 2025 12:00AM17:29
141374,2,1,92,2,2025-04-28 0:00:00,2025-07-27 0:00:00,2025-07-28 0:00:00,"7933,73",237,3,NULL,NULL,22,MATERIA PRIMA,Apr 28 2025 12:00AM16:19
142254,2,1,92,2,2025-07-01 0:00:00,2025-09-29 0:00:00,2025-10-01 0:00:00,"7933,39",2,3,NULL,NULL,22,MATERIA PRIMA,Jul  1 2025 12:00AM11:22
55462,1,100,3424,2,2025-09-24 0:00:00,2025-10-22 0:00:00,2025-10-20 0:00:00,"793,61",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Sep 24 2025 12:00AM11:09
202550,2,S,5719,2,2025-07-09 0:00:00,2025-07-20 0:00:00,2025-07-21 0:00:00,"793,41",237,3,NULL,NULL,29,COMISSAO,Jul  9 2025 12:00AM16:11
54766,1,100,2216,2,2025-05-15 0:00:00,2025-06-12 0:00:00,2025-06-12 0:00:00,"792,87",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:23
118455,2,1,5835,2,2025-08-08 0:00:00,2025-10-07 0:00:00,2025-10-07 0:00:00,"792,40",2,3,NULL,NULL,22,MATERIA PRIMA,Aug  8 2025 12:00AM09:46
55236,1,100,394,2,2025-08-20 0:00:00,2025-09-17 0:00:00,2025-09-17 0:00:00,"792,22",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Aug 20 2025 12:00AM14:25
55223,1,100,5868,1,2025-08-15 0:00:00,2025-08-15 0:00:00,2025-08-15 0:00:00,"7910,85",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Aug 15 2025 12:00AM11:34
55766,1,100,2339,2,2025-11-05 0:00:00,2025-12-03 0:00:00,2025-12-03 0:00:00,"790,67",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Nov  5 2025 12:00AM15:27
55317,1,100,1356,2,2025-09-03 0:00:00,2025-10-01 0:00:00,2025-09-29 0:00:00,"790,33",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Sep  3 2025 12:00AM10:43
54267,1,100,5525,2,2025-02-18 0:00:00,2025-03-18 0:00:00,2025-03-18 0:00:00,"790,04",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Feb 18 2025 12:00AM14:15
2654,2,1,5800,2,2025-04-02 0:00:00,2025-05-10 0:00:00,2025-05-12 0:00:00,"79,60",237,3,NULL,NULL,45,MATERIAL DE HIGIENE E LIMPEZA,Apr  2 2025 12:00AM16:08
5644,2,1,383,2,2025-02-18 0:00:00,2025-03-10 0:00:00,2025-03-10 0:00:00,"79,50",237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Feb 18 2025 12:00AM16:46
142177,2,1,92,2,2025-06-26 0:00:00,2025-09-24 0:00:00,2025-09-24 0:00:00,"7897,03",237,3,NULL,NULL,22,MATERIA PRIMA,Jun 26 2025 12:00AM16:24
55725,1,100,2838,2,2025-10-30 0:00:00,2025-11-27 0:00:00,2025-11-27 0:00:00,"789,35",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Oct 30 2025 12:00AM16:44
54689,1,100,3531,2,2025-05-08 0:00:00,2025-06-20 0:00:00,2025-06-20 0:00:00,"789,05",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May  8 2025 12:00AM14:04
54689,1,100,3531,2,2025-05-08 0:00:00,2025-07-03 0:00:00,2025-07-03 0:00:00,"789,05",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May  8 2025 12:00AM14:04
54689,1,100,3531,2,2025-05-08 0:00:00,2025-07-17 0:00:00,2025-07-17 0:00:00,"789,05",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May  8 2025 12:00AM14:04
54612,1,100,5753,2,2025-04-22 0:00:00,2025-05-20 0:00:00,2025-05-20 0:00:00,"788,99",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Apr 22 2025 12:00AM11:06
55971,1,100,2029,2,2025-12-05 0:00:00,2026-01-02 0:00:00,1753-01-01 0:00:00,"788,89",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  5 2025 12:00AM08:09
349,2,1,5210,2,2025-01-09 0:00:00,2025-02-08 0:00:00,2025-02-10 0:00:00,"788,80",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Jan  9 2025 12:00AM16:21
349,2,1,5210,2,2025-01-09 0:00:00,2025-03-10 0:00:00,2025-03-10 0:00:00,"788,80",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Jan  9 2025 12:00AM16:21
55887,1,100,5121,2,2025-11-21 0:00:00,2026-01-02 0:00:00,1753-01-01 0:00:00,"788,17",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 21 2025 12:00AM12:02
55887,1,100,5121,2,2025-11-21 0:00:00,2026-01-16 0:00:00,1753-01-01 0:00:00,"788,17",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 21 2025 12:00AM12:02
54328,1,100,2825,2,2025-02-25 0:00:00,2025-03-25 0:00:00,2025-03-24 0:00:00,"787,72",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Feb 25 2025 12:00AM10:38
55235,1,100,5644,2,2025-08-20 0:00:00,2025-10-01 0:00:00,2025-10-01 0:00:00,"787,49",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Aug 20 2025 12:00AM14:19
55235,1,100,5644,2,2025-08-20 0:00:00,2025-10-15 0:00:00,2025-10-15 0:00:00,"787,49",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Aug 20 2025 12:00AM14:19
54051,1,100,478,2,2025-01-13 0:00:00,2025-02-24 0:00:00,2025-02-24 0:00:00,"787,06",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jan 13 2025 12:00AM14:07
54494,1,100,5794,2,2025-03-26 0:00:00,2025-05-12 0:00:00,2025-05-12 0:00:00,"785,27",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Mar 26 2025 12:00AM13:45
54494,1,100,5794,2,2025-03-26 0:00:00,2025-05-26 0:00:00,2025-05-26 0:00:00,"785,26",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Mar 26 2025 12:00AM13:45
11270,2,1,5119,2,2025-06-26 0:00:00,2025-07-31 0:00:00,2025-07-31 0:00:00,"784,70",237,3,NULL,NULL,22,MATERIA PRIMA,Jun 26 2025 12:00AM10:49
11975,2,1,5119,2,2025-09-04 0:00:00,2025-10-09 0:00:00,2025-10-09 0:00:00,"784,70",2,3,NULL,NULL,22,MATERIA PRIMA,Sep  4 2025 12:00AM17:04
54698,1,100,394,2,2025-05-09 0:00:00,2025-06-06 0:00:00,2025-06-06 0:00:00,"784,46",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May  9 2025 12:00AM11:35
54947,1,100,381,2,2025-06-26 0:00:00,2025-08-21 0:00:00,2025-08-21 0:00:00,"784,40",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jun 26 2025 12:00AM10:28
54947,1,100,381,2,2025-06-26 0:00:00,2025-09-18 0:00:00,2025-09-18 0:00:00,"784,40",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jun 26 2025 12:00AM10:28
54938,1,100,524,2,2025-06-25 0:00:00,2025-07-23 0:00:00,2025-07-23 0:00:00,"784,30",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jun 25 2025 12:00AM13:42
882,2,S,424,2,2025-10-07 0:00:00,2025-10-20 0:00:00,2025-10-20 0:00:00,"784,22",237,3,NULL,NULL,29,COMISSAO,Oct  7 2025 12:00AM10:15
55677,1,100,5697,2,2025-10-23 0:00:00,2025-12-04 0:00:00,2025-12-03 0:00:00,"781,53",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Oct 23 2025 12:00AM14:05
55677,1,100,5697,2,2025-10-23 0:00:00,2025-12-18 0:00:00,1753-01-01 0:00:00,"781,53",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Oct 23 2025 12:00AM14:05
55677,1,100,5697,2,2025-10-23 0:00:00,2026-01-01 0:00:00,1753-01-01 0:00:00,"781,53",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Oct 23 2025 12:00AM14:05
55677,1,100,5697,2,2025-10-23 0:00:00,2026-01-15 0:00:00,1753-01-01 0:00:00,"781,51",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Oct 23 2025 12:00AM14:05
54929,1,100,5040,2,2025-06-23 0:00:00,2025-07-21 0:00:00,2025-07-21 0:00:00,"781,05",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jun 23 2025 12:00AM16:39
55132,1,100,1595,2,2025-07-28 0:00:00,2025-10-13 0:00:00,2025-10-13 0:00:00,"7801,31",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jul 28 2025 12:00AM14:13
54059,1,100,3363,2,2025-01-14 0:00:00,2025-03-11 0:00:00,2025-03-12 0:00:00,"780,99",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jan 14 2025 12:00AM11:14
54059,1,100,3363,2,2025-01-14 0:00:00,2025-03-25 0:00:00,2025-03-26 0:00:00,"780,98",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jan 14 2025 12:00AM11:14
6852,2,1,5337,2,2025-03-10 0:00:00,2025-04-09 0:00:00,2025-04-09 0:00:00,"780,86",237,3,NULL,NULL,22,MATERIA PRIMA,Mar 10 2025 12:00AM14:45
